"","itweet"
"id 1024","really"
"id 1024","favorite"
"id 1024","jmm"
"id 1024","ever"
"id 1024","far"
"id 1024","thank"
"id 1024","user151"
"id 1025","rtuser172"
"id 1025","#disruptjmm"
"id 1026","rtuser143"
"id 1026","resharing"
"id 1026","#disruptjmm"
"id 1026","fade"
"id 1026","#disruptmath"
"id 1026","emerge"
"id 1026","direct"
"id 1026","link"
"id 1026","#disruptmath"
"id 1026","presentation"
"id 1026","#tmcnyc19"
"id 1026","👉"
"id 1027","rtuser172"
"id 1027","#disruptjmm"
"id 1028","rtuser172"
"id 1028","#disruptjmm"
"id 1029","rtuser76"
"id 1029","hey"
"id 1029","#disruptjmm"
"id 1029","now"
"id 1029","#disriptmath"
"id 1029","peep"
"id 1029","interested"
"id 1029","decided"
"id 1029","meeting"
"id 1029","rega"
"id 1030","rtuser76"
"id 1030","hey"
"id 1030","#disruptjmm"
"id 1030","now"
"id 1030","#disriptmath"
"id 1030","peep"
"id 1030","interested"
"id 1030","decided"
"id 1030","meeting"
"id 1030","rega"
"id 1031","rtuser75"
"id 1031","full"
"id 1031","house"
"id 1031","user212"
"id 1031","talk"
"id 1031","mathematic"
"id 1031","neutral"
"id 1031","#disruptjmm"
"id 1031","user10"
"id 1031","#jmm2020"
"id 1032","rtuser172"
"id 1032","#disruptjmm"
"id 1033","rtuser143"
"id 1033","resharing"
"id 1033","#disruptjmm"
"id 1033","fade"
"id 1033","#disruptmath"
"id 1033","emerge"
"id 1033","direct"
"id 1033","link"
"id 1033","#disruptmath"
"id 1033","presentation"
"id 1033","#tmcnyc19"
"id 1033","👉"
"id 1034","rtuser172"
"id 1034","#disruptjmm"
"id 1035","rtuser143"
"id 1035","resharing"
"id 1035","#disruptjmm"
"id 1035","fade"
"id 1035","#disruptmath"
"id 1035","emerge"
"id 1035","direct"
"id 1035","link"
"id 1035","#disruptmath"
"id 1035","presentation"
"id 1035","#tmcnyc19"
"id 1035","👉"
"id 1036","rtuser143"
"id 1036","resharing"
"id 1036","#disruptjmm"
"id 1036","fade"
"id 1036","#disruptmath"
"id 1036","emerge"
"id 1036","direct"
"id 1036","link"
"id 1036","#disruptmath"
"id 1036","presentation"
"id 1036","#tmcnyc19"
"id 1036","👉"
"id 1037","rtuser172"
"id 1037","#disruptjmm"
"id 1038","rtuser70"
"id 1038","now"
"id 1038","della"
"id 1038","dumbaugh"
"id 1038","hannah"
"id 1038","fenster"
"id 1038","mother"
"id 1038","daughter"
"id 1038","duo"
"id 1038","mathematician"
"id 1038","#mathmama"
"id 1038","#disruptjmm"
"id 1038","#"
"id 1039","rtuser143"
"id 1039","resharing"
"id 1039","#disruptjmm"
"id 1039","fade"
"id 1039","#disruptmath"
"id 1039","emerge"
"id 1039","direct"
"id 1039","link"
"id 1039","#disruptmath"
"id 1039","presentation"
"id 1039","#tmcnyc19"
"id 1039","👉"
"id 1040","rtuser75"
"id 1040","stereotype"
"id 1040","mathematician"
"id 1040","lawful"
"id 1040","neutral"
"id 1040","bk"
"id 1040","identifie"
"id 1040","chaotic"
"id 1040","good"
"id 1040","#disruptjmm"
"id 1041","rtuser172"
"id 1041","#disruptjmm"
"id 1042","rtuser284"
"id 1042","#jmm2020"
"id 1042","busy"
"id 1042","time"
"id 1042","one"
"id 1042","make"
"id 1042","time"
"id 1042","thing"
"id 1042","feed"
"id 1042","soul"
"id 1042","user13"
"id 1042","talk"
"id 1042","soul"
"id 1042","dessert"
"id 1043","rtuser284"
"id 1043","#jmm2020"
"id 1043","busy"
"id 1043","time"
"id 1043","one"
"id 1043","make"
"id 1043","time"
"id 1043","thing"
"id 1043","feed"
"id 1043","soul"
"id 1043","user13"
"id 1043","talk"
"id 1043","soul"
"id 1043","dessert"
"id 1044","rtuser143"
"id 1044","resharing"
"id 1044","#disruptjmm"
"id 1044","fade"
"id 1044","#disruptmath"
"id 1044","emerge"
"id 1044","direct"
"id 1044","link"
"id 1044","#disruptmath"
"id 1044","presentation"
"id 1044","#tmcnyc19"
"id 1044","👉"
"id 1045","rtuser143"
"id 1045","resharing"
"id 1045","#disruptjmm"
"id 1045","fade"
"id 1045","#disruptmath"
"id 1045","emerge"
"id 1045","direct"
"id 1045","link"
"id 1045","#disruptmath"
"id 1045","presentation"
"id 1045","#tmcnyc19"
"id 1045","👉"
"id 1046","rtuser284"
"id 1046","#jmm2020"
"id 1046","busy"
"id 1046","time"
"id 1046","one"
"id 1046","make"
"id 1046","time"
"id 1046","thing"
"id 1046","feed"
"id 1046","soul"
"id 1046","user13"
"id 1046","talk"
"id 1046","soul"
"id 1046","dessert"
"id 1047","rtuser284"
"id 1047","#jmm2020"
"id 1047","busy"
"id 1047","time"
"id 1047","one"
"id 1047","make"
"id 1047","time"
"id 1047","thing"
"id 1047","feed"
"id 1047","soul"
"id 1047","user13"
"id 1047","talk"
"id 1047","soul"
"id 1047","dessert"
"id 1048","rtuser143"
"id 1048","resharing"
"id 1048","#disruptjmm"
"id 1048","fade"
"id 1048","#disruptmath"
"id 1048","emerge"
"id 1048","direct"
"id 1048","link"
"id 1048","#disruptmath"
"id 1048","presentation"
"id 1048","#tmcnyc19"
"id 1048","👉"
"id 1049","rtuser210"
"id 1049","im"
"id 1049","glad"
"id 1049","#disruptjmm"
"id 1049","see"
"id 1049","established"
"id 1049","mathematician"
"id 1049","speaking"
"id 1049","often"
"id 1049","harassing"
"id 1049","inappropriate"
"id 1049","behavior"
"id 1049","fr"
"id 1050","rtuser257"
"id 1050","user212"
"id 1050","privilege"
"id 1050","make"
"id 1050","structure"
"id 1050","effort"
"id 1050","needed"
"id 1050","keep"
"id 1050","place"
"id 1050","invisible"
"id 1050","least"
"id 1051","rtuser266"
"id 1051","user129"
"id 1051","user36"
"id 1051","user212"
"id 1051","ive"
"id 1051","heard"
"id 1051","rumor"
"id 1051","jmm"
"id 1051","might"
"id 1051","mean"
"id 1051","january"
"id 1051","math"
"id 1051","meeting"
"id 1051","can"
"id 1051","still"
"id 1051","use"
"id 1051","#"
"id 1052","rtuser257"
"id 1052","user212"
"id 1052","privilege"
"id 1052","make"
"id 1052","structure"
"id 1052","effort"
"id 1052","needed"
"id 1052","keep"
"id 1052","place"
"id 1052","invisible"
"id 1052","least"
"id 1053","rtuser158"
"id 1053","love"
"id 1053","#disruptjmm"
"id 1053","tag"
"id 1053","math"
"id 1053","ever"
"id 1053","neutral"
"id 1054","rtuser75"
"id 1054","stereotype"
"id 1054","mathematician"
"id 1054","lawful"
"id 1054","neutral"
"id 1054","bk"
"id 1054","identifie"
"id 1054","chaotic"
"id 1054","good"
"id 1054","#disruptjmm"
"id 1055","rtuser75"
"id 1055","here"
"id 1055","reading"
"id 1055","list"
"id 1055","go"
"id 1055","home"
"id 1055","work"
"id 1055","learning"
"id 1055","#disruptjmm"
"id 1055","#jmm2020"
"id 1055","user10"
"id 1056","rtuser337"
"id 1056","favorite"
"id 1056","#jmm2020"
"id 1056","photo"
"id 1056","illustrate"
"id 1056","joyfulnes"
"id 1056","dr"
"id 1056","ulrica"
"id 1056","wilson"
"id 1056","user97"
"id 1056","math"
"id 1056","prof"
"id 1056","dr"
"id 1056","karoline"
"id 1056","pershe"
"id 1057","rtuser257"
"id 1057","user212"
"id 1057","privilege"
"id 1057","make"
"id 1057","structure"
"id 1057","effort"
"id 1057","needed"
"id 1057","keep"
"id 1057","place"
"id 1057","invisible"
"id 1057","least"
"id 1058","rtuser75"
"id 1058","waiting"
"id 1058","shitty"
"id 1058","people"
"id 1058","retire"
"id 1058","andor"
"id 1058","die"
"id 1058","doesnt"
"id 1058","solve"
"id 1058","problem"
"id 1058","anyone"
"id 1058","theyre"
"id 1058","making"
"id 1058","new"
"id 1058","transphobe"
"id 1058","t"
"id 1059","rtuser75"
"id 1059","advocate"
"id 1059","systemic"
"id 1059","institutional"
"id 1059","change"
"id 1059","position"
"id 1059","also"
"id 1059","stuff"
"id 1059","immediately"
"id 1059","ca"
"id 1060","rtuser211"
"id 1060","educator"
"id 1060","must"
"id 1060","allie"
"id 1060","|"
"id 1060","kelly"
"id 1060","holstine"
"id 1060","via"
"id 1060","user83"
"id 1060","user338"
"id 1060","#cleartheair"
"id 1060","#"
"id 1061","rtuser205"
"id 1061","highly"
"id 1061","recommend"
"id 1061","reading"
"id 1061","incredible"
"id 1061","woman"
"id 1061","statement"
"id 1061","read"
"id 1061","beginning"
"id 1061","number"
"id 1061","theory"
"id 1061","talk"
"id 1061","#disrup"
"id 1062","rtuser75"
"id 1062","know"
"id 1062","lot"
"id 1062","mediocre"
"id 1062","white"
"id 1062","men"
"id 1062","academia"
"id 1062","thu"
"id 1062","allowed"
"id 1062","lot"
"id 1062","mediocre"
"id 1062","people"
"id 1062","color"
"id 1062","acade"
"id 1063","rtuser205"
"id 1063","highly"
"id 1063","recommend"
"id 1063","reading"
"id 1063","incredible"
"id 1063","woman"
"id 1063","statement"
"id 1063","read"
"id 1063","beginning"
"id 1063","number"
"id 1063","theory"
"id 1063","talk"
"id 1063","#disrup"
"id 1064","rtuser75"
"id 1064","kelly"
"id 1064","macarthur"
"id 1064","now"
"id 1064","speaking"
"id 1064","way"
"id 1064","she"
"id 1064","worked"
"id 1064","rehumanize"
"id 1064","exam"
"id 1064","big"
"id 1064","calculu"
"id 1064","course"
"id 1064","shifting"
"id 1064","p"
"id 1065","rtuser266"
"id 1065","amsawm"
"id 1065","invited"
"id 1065","session"
"id 1065","mathematic"
"id 1065","motherhood"
"id 1065","start"
"id 1065","emille"
"id 1065","davie"
"id 1065","lawrence"
"id 1065","talked"
"id 1065","creating"
"id 1065","o"
"id 1066","rtuser210"
"id 1066","im"
"id 1066","glad"
"id 1066","#disruptjmm"
"id 1066","see"
"id 1066","established"
"id 1066","mathematician"
"id 1066","speaking"
"id 1066","often"
"id 1066","harassing"
"id 1066","inappropriate"
"id 1066","behavior"
"id 1066","fr"
"id 1067","rtuser172"
"id 1067","#disruptjmm"
"id 1068","rtuser284"
"id 1068","#jmm2020"
"id 1068","busy"
"id 1068","time"
"id 1068","one"
"id 1068","make"
"id 1068","time"
"id 1068","thing"
"id 1068","feed"
"id 1068","soul"
"id 1068","user13"
"id 1068","talk"
"id 1068","soul"
"id 1068","dessert"
"id 1069","rtuser205"
"id 1069","highly"
"id 1069","recommend"
"id 1069","reading"
"id 1069","incredible"
"id 1069","woman"
"id 1069","statement"
"id 1069","read"
"id 1069","beginning"
"id 1069","number"
"id 1069","theory"
"id 1069","talk"
"id 1069","#disrup"
"id 1070","rtuser75"
"id 1070","every"
"id 1070","clas"
"id 1070","culture"
"id 1070","youre"
"id 1070","intentional"
"id 1070","want"
"id 1070","culture"
"id 1070","can"
"id 1070","end"
"id 1071","rtuser205"
"id 1071","highly"
"id 1071","recommend"
"id 1071","reading"
"id 1071","incredible"
"id 1071","woman"
"id 1071","statement"
"id 1071","read"
"id 1071","beginning"
"id 1071","number"
"id 1071","theory"
"id 1071","talk"
"id 1071","#disrup"
"id 1072","rtuser246"
"id 1072","carry"
"id 1072","weight"
"id 1072","can"
"id 1072","get"
"id 1072","back"
"id 1072","thinking"
"id 1072","math"
"id 1072","🔥❤️🔥"
"id 1072","#disruptjmm"
"id 1073","rtuser172"
"id 1073","#disruptjmm"
"id 1074","rtuser284"
"id 1074","#jmm2020"
"id 1074","busy"
"id 1074","time"
"id 1074","one"
"id 1074","make"
"id 1074","time"
"id 1074","thing"
"id 1074","feed"
"id 1074","soul"
"id 1074","user13"
"id 1074","talk"
"id 1074","soul"
"id 1074","dessert"
"id 1075","rtuser266"
"id 1075","amsawm"
"id 1075","invited"
"id 1075","session"
"id 1075","mathematic"
"id 1075","motherhood"
"id 1075","start"
"id 1075","emille"
"id 1075","davie"
"id 1075","lawrence"
"id 1075","talked"
"id 1075","creating"
"id 1075","o"
"id 1076","rtuser205"
"id 1076","highly"
"id 1076","recommend"
"id 1076","reading"
"id 1076","incredible"
"id 1076","woman"
"id 1076","statement"
"id 1076","read"
"id 1076","beginning"
"id 1076","number"
"id 1076","theory"
"id 1076","talk"
"id 1076","#disrup"
"id 1077","rtuser172"
"id 1077","#disruptjmm"
"id 1078","rtuser75"
"id 1078","panel"
"id 1078","supporting"
"id 1078","tran"
"id 1078","nonbinary"
"id 1078","student"
"id 1078","gonna"
"id 1078","weird"
"id 1078","moment"
"id 1078","someone"
"id 1078","need"
"id 1078","something"
"id 1078","just"
"id 1079","rtuser75"
"id 1079","know"
"id 1079","lot"
"id 1079","mediocre"
"id 1079","white"
"id 1079","men"
"id 1079","academia"
"id 1079","thu"
"id 1079","allowed"
"id 1079","lot"
"id 1079","mediocre"
"id 1079","people"
"id 1079","color"
"id 1079","acade"
"id 1080","rtuser75"
"id 1080","full"
"id 1080","house"
"id 1080","user212"
"id 1080","talk"
"id 1080","mathematic"
"id 1080","neutral"
"id 1080","#disruptjmm"
"id 1080","user10"
"id 1080","#jmm2020"
"id 1081","rtuser70"
"id 1081","hearing"
"id 1081","user266"
"id 1081","powerful"
"id 1081","emotional"
"id 1081","story"
"id 1081","duo"
"id 1081","ethnography"
"id 1081","underlying"
"id 1081","many"
"id 1081","live"
"id 1081","#mathmama"
"id 1081","#d"
"id 1082","rtuser172"
"id 1082","#disruptjmm"
"id 1083","rtuser284"
"id 1083","#jmm2020"
"id 1083","busy"
"id 1083","time"
"id 1083","one"
"id 1083","make"
"id 1083","time"
"id 1083","thing"
"id 1083","feed"
"id 1083","soul"
"id 1083","user13"
"id 1083","talk"
"id 1083","soul"
"id 1083","dessert"
"id 1084","rtuser284"
"id 1084","#jmm2020"
"id 1084","busy"
"id 1084","time"
"id 1084","one"
"id 1084","make"
"id 1084","time"
"id 1084","thing"
"id 1084","feed"
"id 1084","soul"
"id 1084","user13"
"id 1084","talk"
"id 1084","soul"
"id 1084","dessert"
"id 1085","rtuser70"
"id 1085","user266"
"id 1085","thank"
"id 1085","opening"
"id 1085","many"
"id 1085","amazing"
"id 1085","conversation"
"id 1085","#disruptjmm"
"id 1085","#jmm2020"
"id 1086","rtuser70"
"id 1086","hearing"
"id 1086","user266"
"id 1086","powerful"
"id 1086","emotional"
"id 1086","story"
"id 1086","duo"
"id 1086","ethnography"
"id 1086","underlying"
"id 1086","many"
"id 1086","live"
"id 1086","#mathmama"
"id 1086","#d"
"id 1087","rtuser210"
"id 1087","im"
"id 1087","glad"
"id 1087","#disruptjmm"
"id 1087","see"
"id 1087","established"
"id 1087","mathematician"
"id 1087","speaking"
"id 1087","often"
"id 1087","harassing"
"id 1087","inappropriate"
"id 1087","behavior"
"id 1087","fr"
"id 1088","rtuser75"
"id 1088","big"
"id 1088","thank"
"id 1088","aba"
"id 1088","mbirika"
"id 1088","fun"
"id 1088","beautiful"
"id 1088","talk"
"id 1088","reminding"
"id 1088","u"
"id 1088","fun"
"id 1088","beautiful"
"id 1088","math"
"id 1088","#jmm2020"
"id 1088","#disru"
"id 1089","rtuser246"
"id 1089","carry"
"id 1089","weight"
"id 1089","can"
"id 1089","get"
"id 1089","back"
"id 1089","thinking"
"id 1089","math"
"id 1089","🔥❤️🔥"
"id 1089","#disruptjmm"
"id 1090","rtuser36"
"id 1090","like"
"id 1090","take"
"id 1090","read"
"id 1090","thread"
"id 1090","hope"
"id 1090","privileged"
"id 1090","people"
"id 1090","can"
"id 1090","adapt"
"id 1090","attitude"
"id 1090","challenged"
"id 1090","#disruptjmm"
"id 1091","rtuser70"
"id 1091","hearing"
"id 1091","user266"
"id 1091","powerful"
"id 1091","emotional"
"id 1091","story"
"id 1091","duo"
"id 1091","ethnography"
"id 1091","underlying"
"id 1091","many"
"id 1091","live"
"id 1091","#mathmama"
"id 1091","#d"
"id 1092","rtuser70"
"id 1092","speaker"
"id 1092","mention"
"id 1092","reference"
"id 1092","object"
"id 1092","youve"
"id 1092","worked"
"id 1092","career"
"id 1092","pointedly"
"id 1092","f"
"id 1093","rtuser75"
"id 1093","wild"
"id 1093","real"
"id 1093","mark"
"id 1093","privilege"
"id 1093","dont"
"id 1093","know"
"id 1093","harasser"
"id 1093","particular"
"id 1093","research"
"id 1093","commu"
"id 1094","rtuser172"
"id 1094","#disruptjmm"
"id 1095","rtuser148"
"id 1095","brave"
"id 1095","important"
"id 1095","statement"
"id 1095","user43"
"id 1095","bring"
"id 1095","focu"
"id 1095","#disruptjmm"
"id 1095","sexual"
"id 1095","harassment"
"id 1095","mathematic"
"id 1095","col"
"id 1096","rtuser205"
"id 1096","highly"
"id 1096","recommend"
"id 1096","reading"
"id 1096","incredible"
"id 1096","woman"
"id 1096","statement"
"id 1096","read"
"id 1096","beginning"
"id 1096","number"
"id 1096","theory"
"id 1096","talk"
"id 1096","#disrup"
"id 1097","rtuser36"
"id 1097","like"
"id 1097","take"
"id 1097","read"
"id 1097","thread"
"id 1097","hope"
"id 1097","privileged"
"id 1097","people"
"id 1097","can"
"id 1097","adapt"
"id 1097","attitude"
"id 1097","challenged"
"id 1097","#disruptjmm"
"id 1098","rtuser36"
"id 1098","like"
"id 1098","take"
"id 1098","read"
"id 1098","thread"
"id 1098","hope"
"id 1098","privileged"
"id 1098","people"
"id 1098","can"
"id 1098","adapt"
"id 1098","attitude"
"id 1098","challenged"
"id 1098","#disruptjmm"
"id 1099","rtuser75"
"id 1099","waiting"
"id 1099","shitty"
"id 1099","people"
"id 1099","retire"
"id 1099","andor"
"id 1099","die"
"id 1099","doesnt"
"id 1099","solve"
"id 1099","problem"
"id 1099","anyone"
"id 1099","theyre"
"id 1099","making"
"id 1099","new"
"id 1099","transphobe"
"id 1099","t"
"id 1100","rtuser172"
"id 1100","#disruptjmm"
"id 1101","rtuser172"
"id 1101","#disruptjmm"
"id 1102","rtuser266"
"id 1102","amsawm"
"id 1102","invited"
"id 1102","session"
"id 1102","mathematic"
"id 1102","motherhood"
"id 1102","start"
"id 1102","emille"
"id 1102","davie"
"id 1102","lawrence"
"id 1102","talked"
"id 1102","creating"
"id 1102","o"
"id 1103","rtuser172"
"id 1103","#disruptjmm"
"id 1104","rtuser172"
"id 1104","#disruptjmm"
"id 1105","rtuser266"
"id 1105","amsawm"
"id 1105","invited"
"id 1105","session"
"id 1105","mathematic"
"id 1105","motherhood"
"id 1105","start"
"id 1105","emille"
"id 1105","davie"
"id 1105","lawrence"
"id 1105","talked"
"id 1105","creating"
"id 1105","o"
"id 1106","rtuser148"
"id 1106","brave"
"id 1106","important"
"id 1106","statement"
"id 1106","user43"
"id 1106","bring"
"id 1106","focu"
"id 1106","#disruptjmm"
"id 1106","sexual"
"id 1106","harassment"
"id 1106","mathematic"
"id 1106","col"
"id 1107","rtuser172"
"id 1107","#disruptjmm"
"id 1108","rtuser36"
"id 1108","like"
"id 1108","take"
"id 1108","read"
"id 1108","thread"
"id 1108","hope"
"id 1108","privileged"
"id 1108","people"
"id 1108","can"
"id 1108","adapt"
"id 1108","attitude"
"id 1108","challenged"
"id 1108","#disruptjmm"
"id 1109","rtuser81"
"id 1109","love"
"id 1109","people"
"id 1109","make"
"id 1109","joint"
"id 1109","meeting"
"id 1109","mathematical"
"id 1109","community"
"id 1109","inclusive"
"id 1109","need"
"id 1109","lot"
"id 1110","rtuser266"
"id 1110","amsawm"
"id 1110","invited"
"id 1110","session"
"id 1110","mathematic"
"id 1110","motherhood"
"id 1110","start"
"id 1110","emille"
"id 1110","davie"
"id 1110","lawrence"
"id 1110","talked"
"id 1110","creating"
"id 1110","o"
"id 1111","rtuser94"
"id 1111","harassment"
"id 1111","mathematic"
"id 1111","harmful"
"id 1111","current"
"id 1111","wouldbe"
"id 1111","mathematician"
"id 1111","also"
"id 1111","though"
"id 1111","les"
"id 1111","important"
"id 1111","people"
"id 1111","h"
"id 1112","rtuser75"
"id 1112","can"
"id 1112","allie"
"id 1112","best"
"id 1112","handle"
"id 1112","making"
"id 1112","mistake"
"id 1112","know"
"id 1112","youre"
"id 1112","human"
"id 1112","give"
"id 1112","grace"
"id 1112","also"
"id 1112","guilt"
"id 1112","useful"
"id 1112","motiva"
"id 1113","rtuser172"
"id 1113","#disruptjmm"
